round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,N_canraise,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,gamble_tol,action,amount,cputime
6,1,5,5,flop,True,♦Q ♦J,♦K ♥7 ♣K,101,0.3465346534653465,0.47586593428506596,1075,0,3075,117,0,117,40,157,0,5,-117,140.1287128712871,4,0.7326732673267324,140.1287128712871,-0.306930693069307,568.1906225903798,451.1906225903798,307,bet,225,1.188141107559204
6,2,5,3,turn,True,♦Q ♦J,♦K ♥7 ♣K ♦6,111,0.24324324324324326,0.4290407531456093,850,0,2850,342,0,342,40,382,0,5,-342,142.54054054054058,2,-0.2702702702702702,142.54054054054058,-0.5135135135135135,344.97452426561097,2.9745242656109667,285,call,0,1.1954398155212402
6,3,5,3,river,True,♦Q ♦J,♦K ♥7 ♣K ♦6 ♣7,63,0.23809523809523808,0.4259177099999598,810,0,2810,382,0,382,40,422,0,5,-382,147.6190476190476,1,-0.5238095238095238,147.6190476190476,-0.5238095238095238,331.8590669391646,-50.14093306083538,281,fold,0,1.1871387958526611
7,0,5,4,deal,False,♠9 ♠6,,20000,0.21572619047620015,0.33821220297219395,810,0,2810,0,0,0,40,40,40,2,0,11.774285714288037,3,-0.1370952380951994,-1.1692857142839728,-0.5685476190475998,296.5457287726635,296.5457287726635,281,call,0,0.16552495956420898
7,1,5,2,flop,False,♠9 ♠6,♠7 ♣5 ♥5,414,0.2707729468599034,0.4354917057092564,770,0,2770,40,0,40,40,80,40,1,-40,46.432367149758456,1,-0.45845410628019323,13.93961352657005,-0.45845410628019323,379.8701218309094,339.8701218309094,277,call,0,1.2196438312530518
7,2,5,2,turn,False,♠9 ♠6,♠7 ♣5 ♥5 ♦2,281,0.1387900355871886,0.34572729369966654,730,0,2730,80,0,80,40,120,40,1,-80,-7.829181494661917,1,-0.7224199288256228,-24.48398576512455,-0.7224199288256228,177.15230421429075,97.15230421429075,273,call,0,1.206984043121338
7,3,5,2,river,False,♠9 ♠6,♠7 ♣5 ♥5 ♦2 ♣Q,487,0.0,0.0,690,0,2690,120,0,120,40,160,40,1,-120,-90.0,1,-1.0,-90.0,-1.0,-0.0,-120.0,269,call,0,1.22869873046875
8,0,5,5,deal,False,♠8 ♥2,,20000,0.17366666666667765,0.29962355011310915,650,0,2650,0,0,0,40,40,40,2,0,1.6800000000026358,4,-0.13166666666661175,-8.739999999998023,-0.6526666666666447,219.53852907239394,219.53852907239394,265,call,0,0.16112685203552246
8,1,5,4,deal,False,♠8 ♥2,,20000,0.17366666666667765,0.29962355011310915,610,0,2610,0,40,40,20,60,60,3,-40,2.5200000000039537,3,-0.3053333333332894,-7.899999999996709,-0.6526666666666447,216.22473995432009,176.22473995432009,261,call,0,0.13160991668701172
8,2,5,4,flop,False,♠8 ♥2,♥K ♦3 ♥7,652,0.009202453987730062,0.09548700868879376,590,0,2590,60,0,60,300,360,300,3,-60,-325.8128834355828,3,-0.9631901840490797,-328.57361963190186,-0.9815950920245399,12.0,-48.0,259,fold,0,1.238915205001831
9,0,5,5,deal,False,♣K ♥K,,20000,0.517897222222148,0.34026317983335336,1590,1,2590,0,0,0,40,40,40,1,0,84.29533333331551,4,1.5894861111107397,32.50561111110072,0.035794444444295914,820.6683484413711,820.6683484413711,259,bet,164,0.1603536605834961
9,1,5,4,flop,False,♣K ♥K,♠A ♥8 ♠8,206,0.33495145631067963,0.4719734931392169,1426,1,2426,164,0,164,40,204,40,1,-164,185.06310679611653,3,0.3398058252427185,144.868932038835,-0.33009708737864074,429.75778069412354,265.75778069412354,242,bet,132,1.204435110092163
9,2,5,3,turn,False,♣K ♥K,♠A ♥8 ♠8 ♦9,216,0.3472222222222222,0.4760871250278503,1294,1,2294,296,0,296,40,336,40,1,-296,292.5972222222222,2,0.04166666666666652,250.93055555555557,-0.3055555555555556,424.928260708794,128.92826070879403,229,bet,79,1.201875925064087
9,3,5,2,river,True,♣K ♥K,♠A ♥8 ♠8 ♦9 ♣8,584,0.4006849315068493,0.49003726100185563,1215,1,2215,375,0,375,40,415,0,5,-375,405.6010273972603,1,-0.1986301369863014,405.6010273972603,-0.1986301369863014,492.49373811810426,117.49373811810426,221,call,0,1.2323951721191406
10,0,5,3,deal,False,♦7 ♦8,,20000,0.26889722222223406,0.3618979274774693,2544,1,3544,0,40,40,0,40,40,3,-40,24.535333333336176,2,-0.1933083333332979,8.401500000002137,-0.4622055555555319,482.0604299701147,442.0604299701147,354,check,0,0.1479489803314209
10,1,5,3,flop,True,♦7 ♦8,♣J ♠Q ♦10,112,0.12053571428571429,0.2827811683982515,2544,1,3544,40,0,40,40,80,0,5,-40,-0.2901785714285694,2,-0.6383928571428572,-0.2901785714285694,-0.7589285714285714,197.69067145958772,157.69067145958772,354,call,0,1.18827486038208
10,2,5,3,turn,True,♦7 ♦8,♣J ♠Q ♦10 ♥3,111,0.02702702702702703,0.16216216216216217,2504,1,3504,80,0,80,40,120,0,5,-80,-35.67567567567568,2,-0.9189189189189189,-35.67567567567568,-0.9459459459459459,41.69487844217581,-38.30512155782419,350,call,0,1.2072420120239258
10,3,5,3,river,True,♦7 ♦8,♣J ♠Q ♦10 ♥3 ♦9,135,0.2814814814814815,0.3698885755184117,2464,1,3464,120,0,120,40,160,0,5,-120,71.51851851851852,2,-0.15555555555555545,71.51851851851852,-0.437037037037037,497.298886568429,377.298886568429,346,call,0,1.1960718631744385
11,0,5,4,deal,False,♣5 ♥K,,20000,0.2135376984127095,0.31766947201195,2844,1,3844,0,40,40,40,80,80,3,-40,22.49809523810056,3,-0.14584920634916199,5.415079365083798,-0.5729246031745809,401.01411428506736,361.01411428506736,384,call,0,0.16559791564941406
11,1,5,4,flop,True,♣5 ♥K,♦10 ♠5 ♠10,116,0.3232758620689655,0.46076356391445866,2804,1,3804,80,0,80,80,160,0,5,-80,88.70689655172416,3,0.2931034482758621,88.70689655172416,-0.35344827586206895,645.1140167602573,565.1140167602573,380,bet,282,1.188849925994873
11,2,5,3,turn,True,♣5 ♥K,♦10 ♠5 ♠10 ♣2,102,0.5441176470588235,0.49061256816506704,2522,1,3522,362,0,362,80,442,0,5,-362,474.0698529411764,1,0.08823529411764697,474.0698529411764,0.08823529411764697,1201.520504867056,839.5205048670559,352,bet,518,1.185986042022705
11,3,5,3,river,True,♣5 ♥K,♦10 ♠5 ♠10 ♣2 ♠4,162,0.5555555555555556,0.49690399499995325,2004,1,3004,880,0,880,80,960,0,5,-880,1004.8888888888889,1,0.11111111111111116,1004.8888888888889,0.11111111111111116,1057.9562844065329,177.95628440653286,300,call,0,1.2058351039886475
12,0,5,5,deal,False,♥K ♦9,,20000,0.25658849206350204,0.33928519714283123,1944,1,2944,0,0,0,80,80,80,3,0,43.16247619048097,4,0.28294246031751014,32.89893650794089,-0.4868230158729959,379.1010007183511,379.1010007183511,294,bet,75,0.15457582473754883
12,1,5,4,flop,False,♥K ♦9,♥10 ♥7 ♠6,434,0.25483870967741934,0.4223994405174883,1864,1,2864,80,0,80,80,160,80,2,-80,84.64516129032256,3,0.019354838709677358,43.87096774193549,-0.4903225806451613,365.87518073025575,285.87518073025575,286,call,0,1.2220633029937744
12,2,5,3,turn,False,♥K ♦9,♥10 ♥7 ♠6 ♥9,442,0.28461538461538466,0.4455800648059267,1784,1,2784,160,0,160,80,240,80,2,-160,161.38461538461547,2,-0.14615384615384608,115.84615384615392,-0.4307692307692307,404.9617640480784,244.9617640480784,278,call,0,1.2390949726104736
12,3,5,2,river,True,♥K ♦9,♥10 ♥7 ♠6 ♥9 ♠2,549,0.10109289617486339,0.2991772088566615,1704,1,2704,240,0,240,80,320,0,5,-240,-56.66666666666666,1,-0.7978142076502732,-56.66666666666666,-0.7978142076502732,125.15514684975597,-114.84485315024403,270,fold,0,1.2465407848358154
13,0,5,4,deal,False,♣5 ♠4,,20000,0.18060714285715332,0.3086491333408367,1704,1,2704,0,0,0,80,80,80,1,0,6.69142857143359,3,-0.2775714285713867,-29.429999999997072,-0.6387857142856934,233.91716210557428,233.91716210557428,270,call,0,0.17253494262695312
13,1,5,2,flop,False,♣5 ♠4,♣9 ♦K ♣10,288,0.08888888888888889,0.2774998609720484,1624,1,2624,80,0,80,80,160,80,1,-80,-46.88888888888888,1,-0.8222222222222222,-68.22222222222221,-0.8222222222222222,106.08479611391593,26.084796113915928,262,call,0,1.2001128196716309
13,2,5,2,turn,False,♣5 ♠4,♣9 ♦K ♣10 ♣4,267,0.1797752808988764,0.3690801731608279,1544,1,2544,160,0,160,80,240,80,1,-160,29.999999999999986,1,-0.6404494382022472,-13.146067415730343,-0.6404494382022472,218.95482075821832,58.95482075821832,254,fold,0,1.1965422630310059
14,0,5,5,deal,False,♠J ♠Q,,20000,0.30741150793651373,0.3700008925514889,1544,1,2544,0,0,0,80,80,80,1,0,67.55752380952659,4,0.5370575396825688,6.075222222223843,-0.38517698412697254,405.8309103020496,405.8309103020496,254,bet,81,0.15138697624206543
14,1,5,2,flop,False,♠J ♠Q,♠4 ♥J ♦9,316,0.495253164556962,0.4991856651715576,1463,1,2463,81,0,81,80,161,80,1,-81,257.6257911392405,1,-0.009493670886076,138.7650316455696,-0.009493670886076,731.3297114396771,650.3297114396771,246,call,0,1.2063281536102295
14,2,5,2,turn,False,♠J ♠Q,♠4 ♥J ♦9 ♠8,164,0.6676829268292683,0.4562487521679904,1383,1,2383,161,0,161,80,241,80,1,-161,489.4588414634146,1,0.33536585365853666,329.2149390243903,0.33536585365853666,1140.1400249724254,979.1400249724254,238,bet,605,1.1972739696502686
14,3,5,2,river,False,♠J ♠Q,♠4 ♥J ♦9 ♠8 ♥A,334,0.20209580838323354,0.39308595201438207,778,1,1778,766,0,766,80,846,80,1,-766,174.03031437125753,1,-0.5958083832335329,125.52732035928148,-0.5958083832335329,174.3315726322748,-591.6684273677251,177,fold,0,1.2079732418060303
15,0,5,4,deal,False,♣Q ♥Q,,20000,0.45553611111107595,0.34051243416164334,1698,2,1698,0,80,80,0,80,80,4,-80,138.65733333331644,3,0.8221444444443038,102.21444444443037,-0.0889277777778481,448.3245007515758,368.3245007515758,169,bet,73,0.16517090797424316
15,1,5,4,flop,True,♣Q ♥Q,♠J ♠10 ♠7,258,0.2116279069767442,0.4061786193894351,1618,2,1618,160,0,160,80,240,0,5,-160,57.76744186046511,3,-0.15348837209302324,57.76744186046511,-0.5767441860465117,167.08884943518404,7.088849435184045,161,fold,0,1.1967439651489258
16,0,5,4,deal,False,♥2 ♠A,,20000,0.21907380952381836,0.3246020849370827,1538,2,1538,0,80,80,80,160,160,3,-80,50.31085714286563,3,-0.12370476190472657,15.259047619054698,-0.5618523809523632,165.16583797064428,85.16583797064428,320,call,0,0.16672086715698242
16,1,5,4,flop,True,♥2 ♠A,♠8 ♦8 ♥J,112,0.15267857142857144,0.34407220520983556,1458,2,1458,160,0,160,160,320,0,5,-160,20.464285714285722,3,-0.38928571428571423,20.464285714285722,-0.6946428571428571,104.9057393341321,-55.09426066586791,320,fold,0,1.1926651000976562
17,0,5,5,deal,False,♥9 ♥6,,20000,0.21572619047620015,0.33821220297219395,1458,2,1458,0,0,0,160,160,160,3,0,47.09714285715215,4,0.07863095238100071,29.83904761905613,-0.5685476190475998,153.86607564076274,153.86607564076274,320,call,0,0.15828394889831543
17,1,5,2,flop,False,♥9 ♥6,♥10 ♣K ♣A,609,0.07701149425287357,0.25612847714135195,1298,2,1298,160,0,160,160,320,160,1,-160,-172.13793103448276,1,-0.8459770114942529,-209.10344827586206,-0.8459770114942529,48.0,-112.0,320,call,0,1.234302043914795
17,2,5,2,turn,False,♥9 ♥6,♥10 ♣K ♣A ♣7,210,0.03571428571428571,0.1756910553749835,1138,2,1138,320,0,320,160,480,160,1,-320,-278.5714285714286,1,-0.9285714285714286,-295.7142857142857,-0.9285714285714286,48.0,-272.0,320,call,0,1.2111001014709473
17,3,5,2,river,False,♥9 ♥6,♥10 ♣K ♣A ♣7 ♥7,728,0.0,0.0,978,2,978,480,0,480,160,640,160,1,-480,-400.0,1,-1.0,-400.0,-1.0,-0.0,-480.0,320,call,0,1.2411108016967773
18,0,5,5,deal,False,♥2 ♦K,,20000,0.1904126984127085,0.3084030315135155,1698,2,1698,0,0,0,160,160,160,2,0,22.796190476200167,4,-0.04793650793645754,-22.902857142849882,-0.6191746031745831,155.7682584196298,155.7682584196298,320,call,0,0.1573469638824463
18,1,5,4,deal,False,♥2 ♦K,,20000,0.1904126984127085,0.3084030315135155,1538,2,1538,0,160,160,80,240,240,3,-160,34.19428571430021,3,-0.238349206349166,-11.504761904749813,-0.6191746031745831,141.09044843898153,-18.909551561018475,320,call,0,0.13782501220703125
18,2,5,3,flop,False,♥2 ♦K,♥8 ♠6 ♥A,580,0.04396551724137931,0.20184015231564165,1458,2,1458,240,0,240,160,400,160,2,-240,-247.67241379310346,2,-0.868103448275862,-261.7413793103448,-0.9120689655172414,48.0,-192.0,320,call,0,1.235901117324829
18,3,5,3,turn,False,♥2 ♦K,♥8 ♠6 ♥A ♥6,398,0.08919597989949749,0.2718671529654893,1298,2,1298,400,0,400,160,560,160,2,-400,-182.73869346733667,2,-0.7324120603015075,-211.28140703517587,-0.8216080402010051,52.666429394344576,-347.33357060565544,320,fold,0,1.2160158157348633
19,0,5,5,deal,False,♠J ♣5,,20000,0.17919523809524882,0.3005967597580463,1298,2,1298,0,0,0,160,160,160,1,0,12.027428571438861,4,-0.1040238095237559,-59.65066666666067,-0.6416095238095023,111.3166521957674,111.3166521957674,320,call,0,0.15910029411315918
19,1,5,3,flop,False,♠J ♣5,♥10 ♥Q ♥8,398,0.08718592964824119,0.2492769186679438,1138,2,1138,160,0,160,160,320,160,1,-160,-130.04020100502512,2,-0.7384422110552764,-171.8894472361809,-0.8256281407035176,48.0,-112.0,320,call,0,1.2241520881652832
19,2,5,3,turn,False,♠J ♣5,♥10 ♥Q ♥8 ♦10,297,0.025252525252525252,0.14862564615719354,978,2,978,320,0,320,160,480,160,1,-320,-302.4242424242424,2,-0.9242424242424242,-314.5454545454545,-0.9494949494949495,48.0,-272.0,320,call,0,1.2055931091308594
19,3,5,2,river,False,♠J ♣5,♥10 ♥Q ♥8 ♦10 ♣K,406,0.007389162561576354,0.08564206231878675,818,2,818,480,0,480,160,640,160,1,-480,-380.4926108374384,1,-0.9852216748768473,-384.0394088669951,-0.9852216748768473,48.0,-432.0,320,call,0,1.2139289379119873
20,0,5,3,deal,False,♦10 ♠4,,20000,0.16280515873017054,0.2914980366817875,498,2,498,0,160,160,0,160,160,3,-160,-3.707047619036274,2,-0.5115845238094884,-55.804698412690854,-0.6743896825396589,48.0,-112.0,320,check,0,0.16326498985290527
20,1,5,3,flop,True,♦10 ♠4,♥K ♠7 ♥3,279,0.03763440860215054,0.18311168135404732,498,2,498,160,0,160,160,320,0,5,-160,-52.90322580645162,2,-0.8870967741935484,-52.90322580645162,-0.9247311827956989,48.0,-112.0,320,call,0,1.2093710899353027
20,2,5,3,turn,True,♦10 ♠4,♥K ♠7 ♥3 ♠J,260,0.011538461538461539,0.10679571828396017,338,2,338,320,0,320,160,480,0,5,-320,-145.23076923076923,2,-0.9653846153846154,-145.23076923076923,-0.9769230769230769,48.0,-272.0,320,call,0,1.2127180099487305
20,3,5,3,river,True,♦10 ♠4,♥K ♠7 ♥3 ♠J ♠K,349,0.004297994269340974,0.04615760370655305,178,2,178,480,0,480,160,640,0,5,-480,-232.09169054441261,2,-0.9871060171919771,-232.09169054441261,-0.9914040114613181,48.0,-432.0,320,call,0,1.211406946182251
22,0,5,5,deal,False,♠7 ♣J,,20000,0.2015535714285841,0.31365434068181886,72,2,72,0,0,0,72,72,320,3,0,15.071142857148324,4,0.007767857142920498,15.071142857148324,-0.5968928571428318,96.0,96.0,640,call,0,0.1633596420288086
